时间,MEC,NEERI,SHPE,SZPE,Deposit,Loan,M2,PPI,PPI_pro,PPI_ex,PPI_raw,PPI_fac,PPI_liv,PPI_food,PPI_clo,PPI_gen,PPI_dur,IPI,RECI_imputed,CPI_seasadj,CPI_food_seasadj,CPI_health_seasadj,CPI_trans_seasadj,Consumption_imputed_seasadj,Import_seasadj,Export_seasadj,M0_seasadj,M1_seasadj,Trade_balance_seasadj
2003/7/1,99.93,78.74,35.71,37.77,195520.53,150216.81,204381.1,75.6664422685425,71.862443745296,43.2737763954089,62.0784607342747,84.3117879407533,89.0630255936104,74.9840975155863,90.0916327373852,87.7059681535273,115.02131851395,63.1247913716039,107.27,78.4382543130269,56.2876534733164,89.3691399182049,106.800144842613,3852.05705126632,353.169901178592,370.294242740689,17790.9046177488,77006.4911735454,17.124341562097
2003/8/1,99.93,79.26,34.27,36.87,197725.62,153025.17,208692.4,75.57202892,71.9062803628014,42.7058088291675,62.32221016,84.5976119244797,88.6939788562897,74.8351804831094,90.0029408120201,87.5347214902572,113.379661274805,63.5112723363121,106.89,78.7265518187508,57.0149878866253,89.2038113821391,106.704696217201,3895.13222457429,341.092125448411,362.975840428294,17906.7091451418,77465.9236712095,21.883714979883
2003/9/1,99.91,78.35,32.9,35.2,202869.26,156059.89,211611.5,75.6775616283455,72.0221698290487,43.898711589685,62.3700145248638,84.2012082105403,88.9437339312816,75.0317337404744,90.1772374254999,87.6148326899916,113.619930849144,64.1001173579511,106.65,78.9042410512272,57.668880340231,89.0156551847283,106.517731373487,3956.76773389126,386.761261710569,390.076116892224,18011.1785797951,78782.2638545174,3.31485518165499
2003/10/1,99.98,76.66,32.47,34.44,204076.95,156676.17,212505.4,76.5848003383297,73.0201454636645,43.102715654935,63.7371056791225,85.4572901505313,89.2702438467735,75.3884350698161,90.0130963755612,87.8488068154698,113.608964992616,65.0546502174035,106.67,79.4634455325245,58.7764704006467,88.9840236269516,106.31941868179,3990.30355775087,382.224854643477,405.329006604452,18446.0006225688,80547.3759634481,23.104151960975
2003/11/1,100.39,76.66,33.96,35.25,206119.57,157701.12,214358.84,77.2963880761928,73.934834947389,42.9382604565088,65.0877280022248,86.0954874706303,89.4902221380789,76.2314036936104,89.8092420630099,88.0707713852376,113.256822745175,66.246469000308,106.45,80.4429335658153,60.6562135990065,89.0361251039362,106.11426036602,4005.93070860328,362.247225440738,398.854666841208,18475.2475485229,80930.6975878952,36.6074414
2003/12/1,101.03,75.51,36.54,36.19,208055.59,158996.23,219226.81,77.3126640588558,73.8594511518887,39.9786012494449,65.5981086791346,86.6468567619531,89.5635956801718,76.5499678346033,89.4608993101729,88.4030324460553,112.458985568273,66.6529835330189,106.19,80.6974489963961,61.098864937273,89.0381580460288,106.179023419375,4152.81224058669,405.278073932189,453.999428446484,18359.748313768,81584.1251994539,48.721354514295
2004/1/1,101.87,74.53,38.81,37.41,210248.48,161730.64,225101.93,77.7986344920592,74.2758691963473,40.8183276821258,65.3959607174081,86.983176835394,89.8452319913008,77.7848659268924,89.3375072021873,88.9256147625969,112.670475824429,66.3052394608242,106.59,80.5630208367187,60.5011048276645,89.1910890362135,106.784223976505,4140.26963864616,433.760170850103,423.92157970092,18584.6202967421,86284.0374861497,-9.838591149
2004/2/1,102.35,74.38,40.78,39.17,214628.54,163810.61,227050.72,78.6754731188439,75.3643708169278,41.6999093693874,67.0991978711863,87.9885036553344,89.6038701200923,78.3445860989603,88.207161330955,88.5842102658657,112.209793197823,66.8662015413407,106.58,80.7171371003548,60.7011914041126,89.1035854503139,106.195797811423,4147.20502982331,463.017669263018,441.548117925972,18903.1414701144,84829.6989497441,-21.46955134
2004/3/1,102.64,75.27,42.35,36.33,220563.25,167442.53,231654.6,79.0775115897003,75.8771090185718,44.3405891460136,66.9923543832913,88.0948532960514,90.0092610399455,78.4247207935639,90.7797343706151,88.6096653385204,111.986875176626,67.906834227534,106.11,81.1426698509016,61.7506223001334,89.0174808886008,106.118452695866,4245.74383243179,449.903881477249,445.375239721382,19259.4575277085,86344.0681307014,-4.528641756
2004/4/1,102.51,75.51,38.82,30.88,222360.32,169434.99,233627.86,79.7690229347172,76.725750029163,47.523673393224,67.1589809764637,88.7562945723234,90.6544168562408,79.4624932308942,90.4391566892828,88.789085106071,111.766012310825,69.099354912926,105.48,81.8405808113828,62.8676944248889,88.8610481362661,106.100227676625,4329.59923886106,460.739231962513,461.548632840749,19331.2608574446,87121.3401872421,0.809400878236033
2004/5/1,102.21,76.64,28.57,30.35,225048.71,170566.13,234842.4,79.7610037177874,76.6063071196872,47.4849575325089,67.5779120469769,88.554754334817,90.7466164108605,79.5106239949116,90.0836330267286,89.5018909655813,112.346915377322,69.6100385059454,105,81.9968410880813,63.3098186608753,88.6391058830534,105.946051202018,4359.98951529593,460.654231247018,475.676791292125,19405.9654723584,88053.5365032344,15.022560045107
2004/6/1,101.86,75.83,26.77,27.15,229670.82,169905.22,238427.49,80.1225268637282,76.9789774263625,50.4144308898037,67.6052154168855,88.0648295971488,90.8332308535893,80.0880536984172,90.8016183680121,89.3431838727334,111.094438179629,70.1200046539508,104.8,82.2492240893371,63.9277682615709,88.458286893584,105.707672976847,4478.62544744229,483.777933373785,502.507493986828,19604.2499700683,88233.2439431322,18.729560613043
2004/7/1,101.52,75.5,26.46,27.22,230192.75,169884.39,234842.4,80.5090945737293,77.7551641324103,52.8372809787943,68.5346206506393,88.2744419739687,90.309907951921,79.4831433665215,91.1727323302338,89.0215576758302,110.305444454878,70.6997663361963,104.82,82.4543190667367,64.3602723527402,88.2845354845758,105.520956312693,4530.29093159058,474.190493219941,495.043290678815,19511.7610596503,87701.4287849016,20.852797458874
2004/8/1,101.21,75.92,25.65,25.82,232473.01,171040.15,239729.19,80.7109268898495,78.1621267543651,52.5708506687051,69.426942118563,88.7428949087792,90.1130825179903,79.3252913120959,91.0829761017644,89.0228117555915,109.297993468912,71.7042264676964,104.92,82.7810916042871,64.8929997450778,88.3021299186115,105.344293814626,4584.99770884616,463.102012750904,497.098060813342,19879.1792383773,89585.1811809997,33.996048062438
2004/9/1,101.11,75.72,25.49,27.57,235029.68,173473.07,243757,81.7317665586132,79.3684311516116,55.619667584131,71.1018165583447,88.83227466,90.4557774081134,79.7587329661243,91.1691870371804,89.8052035072414,109.075133615178,72.8818334359904,104.95,82.9933946552068,65.1443450938071,88.2757538478111,105.159917957593,4691.36816364039,470.35718094775,519.454281657314,20191.4240004558,90236.3289085514,49.097100709564
2004/10/1,101.1,74.92,25.31,26.08,236483.03,173728.97,243740,83.0179235667494,80.9793413192039,57.1110982427889,73.0427231082744,90.07198382,90.7878379921687,79.6101874337258,91.093253532068,90.4842710199339,109.632651217875,74.2924105482748,104.71,82.9196519285548,64.7188440043353,88.2570619575694,104.916263142841,4730.34186186836,491.757855161629,521.10468838295,20308.16132,91023.9851074437,29.346833221321
2004/11/1,101.16,72.96,25.64,26.59,239788.54,175224.01,247135.58,83.5573955103644,81.8458622867597,58.0525281371999,74.8508872025586,90.0558798942793,90.2956341373216,79.2044284376612,90.527715999514,90.1844698984834,109.292833949094,75.3222352533501,104.22,82.7692314406155,64.3708129450331,88.3324132899194,104.672985528948,4772.36838502449,501.007177943014,577.480306752191,20264.2931308027,92282.8138217765,76.473128809177
2004/12/1,100.53,71.87,24.23,24.63,240525.07,177363.49,253207.7,82.8018632070346,80.8022395601663,51.6923314155322,74.2570590247804,90.3726716027171,90.0114136585727,78.6933669339722,89.9976647060339,90.2594961274225,108.860298030088,74.6513415569812,103.65,82.6729191922327,64.178162100088,88.3645083495621,104.599889322639,4903.41318222028,508.429009681918,609.030182713312,20516.9354523658,93128.6423462517,100.601173031394
2005/1/1,100.04,72.12,22.83,23.87,245368.63,181082.96,257708.47,82.3109552925987,80.0693869936623,48.8187199078225,72.9164961999101,90.288537555139,90.1147676872747,79.5739178432109,89.9628697526026,90.7930526726115,108.839679646398,73.3999000831324,103.12,82.8841987669528,64.2528638264527,88.5170401865443,104.915134643512,4816.52954791512,463.815596671964,565.714552384532,20517.5348915555,94070.9977686414,101.898955712568
2005/2/1,99.69,72.18,24.95,24.06,248752.1,182042.3,259357.29,82.9239486672615,80.7152411449297,50.7070897931751,74.0775144497897,90.6281587649944,89.9622856005727,80.3032007514344,89.0010257829336,90.4444786814489,108.731289608691,73.4190892923921,102.71,83.1470503906937,64.6717163762535,88.4876969831833,105.012844039256,4931.15060029415,506.289454666324,547.11600542487,20689.4291708031,94185.5573932126,40.826550758546
2005/3/1,99.92,71.78,22.61,18.79,255573.32,185461.32,264588.94,83.5058522387234,81.6437693039833,56.2238670371453,74.4285057198366,90.4734143350448,90.1892795620254,79.7579410470545,91.3244127768388,90.8249069719835,108.403295170974,74.4937971476048,102.43,83.3521158923444,65.1813865242975,88.459158907814,104.69912407654,5030.09141656344,534.171177647841,658.786561166079,20868.6557053257,95334.4186447766,124.615383518238
2005/4/1,100.15,72.58,22.26,17.3,258882.32,186889.1,266992.66,84.3956262649308,82.7870842814669,61.6857280644047,74.8151048077806,91.0639582312038,90.4731080225283,80.2571181632031,91.0722307861077,91.0976013188289,108.077733904568,75.9401910493057,102.26,83.3787439653483,64.8636174354154,88.3054086937567,104.703309344676,5034.044221,542.447388138012,615.542304114252,21129.4283472394,96353.1476605711,73.09491598
2005/5/1,100.49,72.81,15.64,15.99,262848.38,186274.1,269240.49,84.5466639408547,82.8880243035016,63.6773280510944,75.0790602841913,90.9457327018571,90.474376561628,80.067198362876,90.8943857239692,91.2024268939273,108.414773339115,76.5710423565399,102.17,83.4872876189127,65.1149465465273,88.2450157381945,104.53141380903,5100.01139893299,531.789832481896,619.950096241327,21203.6971168323,97062.0333618649,88.1602637594309
2005/6/1,100.63,73.94,15.94,16.01,269140.58,186178.7,275785.53,84.2888982606421,82.5214638010606,64.5304715389487,74.1629213123234,90.4425799962718,90.5607311610286,80.5685820206077,91.4372296965882,91.3087339179335,107.76160503424,76.4308050728064,102.08,83.5041530893431,65.1561164686809,88.22604559,104.351996506494,5187.14296811284,560.382237417313,651.631405005505,21466.7006447188,98185.6130465227,91.249167588192
2005/7/1,100.85,75.34,15.99,15.73,270736.45,185859.75,276966.28,84.6955674915632,83.2757807858114,66.8391604381748,75.3880827157032,90.4813030233179,90.1292881360171,79.9600422267206,91.7197687242152,91.0690535023743,107.106586565686,76.709246474773,101.97,83.8216052287021,65.6808637189364,88.4270379308117,104.423934622652,5289.23339257557,531.010851181411,634.989159246238,21675.4515924335,98625.7605071495,103.978308064827
