"Horizon","AR","FAVAR","DFM","XGBoost","NNAR"
11,0.0584918073910893,0.0271736337823567,0.0271959194349852,0.107156178840759,0.0689264575196754
12,0.0627313983609366,0.028479670274959,0.0284870711275469,0.0936110636217244,0.0746259567079124
